"","Q1.2","Q1.4","Q1.5","Q1.12","Q1.14.1","Q1.14.2","Q1.14.3","Q1.14.4","Q1.14.5","Q1.14.6","Q3.3","Q3.5.2","Q3.6.1","Q3.6.2","Q3.7","Q3.8.1c1","Q3.8.1c2","Q3.12","Q3.14","Q3.21.1","Q3.21.2","Q3.21.3","Q5.1","Q5.2","Q5.3.1","Q5.4","Q6.1.1","Q6.1.2","Q6.1.3","Q6.1.4","Q6.1.5","Q6.2.1","Q6.2.2","Q6.2.5","Q6.3","Q6.7","Q7.5","Q7.6"
"1",2,22,3,1,4,4,5,5,4,4,2,3,90,70,400,200,0,2,0,3,3,3,55.9166333333333,1,86,1,5,4,3,3,5,5,4,4,3,5,5,4
"2",2,26,1,1,4,1,4,1,4,4,2,3,15,21,150,2090,0,3,40,5,1,1,39.4999666666668,1,86,1,5,5,4,4,4,5,3,3,5,7,6,2
"3",1,23,10,2,4,1,3,4,5,2,2,3,18,12.7,800,565,150,4,20,4,4,4,27.5833,1,86,1,3,2,2,2,3,4,2,4,4,3,7,4
"4",2,18,8,2,4,4,3,3,3,4,1,3,30,10,1300,1250,0,3,30,3,3,3,26.8333,1,147,2,2,1,3,2,4,3,3,4,5,6,7,5
"5",1,18,3,2,4,5,3,5,4,5,1,1,45,3.8,120,110,310,3,0,3,3,3,24.3333,2,86,1,5,5,5,4,5,4,4,5,4,3,7,6
"6",1,18,6,1,4,3,3,3,4,4,1,1,30,2.7,0,0,647.5,5,0,3,3,3,24.4166333333333,1,144,3,4,3,2,2,5,4,1,4,6,1,5,6
"7",2,3,3,2,5,5,5,5,5,4,2,3,50,10,752,160,70,4,20,3,4,4,28.9166333333333,1,86,1,5,5,4,4,5,4,1,5,4,5,5,3
"8",1,25,11,1,4,4,4,4,4,2,1,1,12,2,0,1040,0,5,0,3,5,5,37.6666333333333,2,86,1,5,6,4,5,5,1,2,4,4,5,5,4
"9",1,24,2,1,4,4,2,3,4,4,2,5,65,28,390,295,60,4,10,5,3,3,29.4166333333333,2,86,1,3,4,2,4,2,2,2,5,6,6,7,6
"10",2,24,3,2,5,5,5,5,5,5,2,3,25,21,2643,1065,0,3,35,5,3,3,40.1666333333333,1,86,1,5,3,3,3,3,4,4,4,2,7,6,6
"11",1,3,2,1,5,4,4,4,5,4,1,1,40,4,0,775,0,5,16,3,3,3,30.5833,1,86,1,3,2,2,2,2,3,1,5,6,6,3,7
"12",1,18,5,2,5,4,5,4,4,5,1,1,20,0.6,417,415,450,2,0,3,3,3,21.9999666666668,1,86,1,3,3,3,3,3,4,5,5,3,5,5,3
"13",1,24,6,1,3,4,2,4,3,4,1,3,60,8,0,1295,0,1,40,2,1,1,31.5833,1,86,1,4,3,2,2,2,2,4,4,3,2,6,1
"14",1,18,2,2,4,4,3,4,5,4,1,1,40,6,310,410,0,2,0,3,3,3,23.2499666666668,2,189,5,5,4,4,4,6,3,3,4,4,5,6,7
"15",2,25,4,1,4,4,4,5,5,5,1,5,180,200,150,1120,0,4,26,3,3,3,27.4999666666668,1,86,1,4,4,4,1,5,4,2,4,2,1,5,1
"16",1,4,8,2,3,2,4,4,4,4,1,1,30,3,500,0,410,5,0,3,5,5,21.9166333333333,2,82,4,3,4,4,3,4,2,2,3,5,5,5,6
"17",1,18,7,2,4,4,2,4,5,5,1,1,20,3,500,320,300,4,10,3,4,4,21.7499666666668,2,86,1,2,2,4,3,2,2,2,5,4,3,5,3
"18",1,22,4,1,4,4,3,2,4,5,1,1,20,5,1000,1000,0,4,17,4,2,2,32.3333,1,86,1,5,4,4,3,5,4,2,4,3,6,5,3
"19",2,22,6,2,4,4,3,3,4,3,2,5,25,3,1500,1205,0,1,38,1,1,1,28.0833,1,86,1,3,3,3,1,3,5,4,4,3,5,7,4
"20",1,18,4,2,4,5,3,5,4,4,2,2,3,0.5,500,465,200,2,18,3,3,3,26.0833,1,86,1,5,5,5,3,3,5,3,4,3,4,5,7
"21",1,24,7,1,3,4,1,3,4,2,1,3,5,5,1000,960,0,4,0,3,4,4,27.9166333333333,1,70,4,2,2,3,2,2,4,3,3,4,4,4,7
"22",2,12,1,1,4,4,4,4,4,4,2,3,15,5,50,2600,0,5,0,3,3,3,42.8333,2,86,1,5,5,5,5,5,4,2,4,3,4,6,5
"23",1,18,4,2,4,4,3,2,5,2,2,1,10,0.75,120,200,0,4,1,3,3,3,23.5833,1,86,1,4,3,2,3,1,5,1,4,5,6,5,3
"24",1,3,2,2,4,3,4,4,2,5,1,1,55,4.3,600,600,0,4,20,5,2,2,22.6666333333333,1,86,1,4,4,4,3,3,4,2,4,5,3,9,6
"25",1,22,2,2,4,3,4,2,4,2,1,1,20,1.5,930,738,0,4,0,3,3,3,23.1666333333333,1,189,4,4,3,3,2,4,4,2,4,5,5,5,7
"26",2,2,8,1,4,3,4,5,5,4,2,3,45,21.7,752,625,100,4,0,3,3,3,43.5833,1,86,1,4,5,3,3,5,5,3,5,6,4,2,4
"27",2,16,2,1,5,5,5,5,5,5,2,3,120,128,0,1990,0,4,39,5,1,1,54.7499666666668,1,86,1,2,3,3,3,4,4,3,5,5,5,6,7
"28",1,2,3,2,4,3,3,4,5,3,1,1,20,1.6,350,630,0,4,0,3,3,3,23.7499666666668,1,86,1,5,5,6,5,5,3,2,4,4,2,3,3
"29",1,18,6,2,5,5,3,4,5,5,1,3,5,1,1000,1000,0,5,16,5,1,1,23.6666333333333,1,86,1,5,5,4,3,5,4,1,5,4,6,10,5
"30",1,18,4,2,4,4,4,4,4,4,1,3,120,200,1400,1230,0,4,45,3,3,3,25.4166333333333,1,86,1,4,3,2,1,4,5,2,4,4,6,8,5
"31",1,24,4,2,4,3,2,4,4,4,1,1,25,2,400,380,420,2,0,3,3,3,22.5833,2,86,1,5,5,3,3,4,3,4,4,3,5,5,5
"32",2,18,7,2,4,3,3,4,3,5,1,3,37,21,1650,775,0,1,41,2,3,3,25.6666333333333,2,144,4,3,4,4,3,4,4,4,4,5,4,7,6
"33",1,18,2,1,4,4,2,4,3,3,1,1,15,1.5,945,765,0,1,0,3,4,4,33.0833,1,70,4,2,2,4,3,4,3,4,3,5,2,5,3
"34",1,24,10,2,2,1,3,4,4,5,2,3,20,3,1400,1150,60,3,16,5,1,1,25.0833,1,86,1,4,3,3,2,4,5,1,4,1,2,5,3
"35",1,26,8,2,5,5,2,1,5,4,1,3,5,1.5,250,350,350,5,0,3,5,5,23.8333,2,86,1,6,5,2,2,4,5,2,4,2,4,5,4
"36",1,22,2,2,4,4,4,4,5,4,1,2,15,4.3,2340,1950,0,2,30,4,3,3,23.0833,2,86,1,5,5,5,4,5,4,4,4,2,6,5,1
"37",2,22,10,1,4,3,3,5,5,4,1,5,55,10,2100,1780,0,2,38,5,1,1,42.4166333333333,1,65,3,5,3,4,2,3,4,4,4,2,3,6,7
"38",1,25,4,2,3,2,2,3,3,5,1,1,15,2,400,400,0,3,0,2,5,5,26.4166333333333,2,86,1,3,3,3,3,2,4,3,3,4,7,10,5
"39",1,24,7,1,2,3,2,1,1,4,2,3,30,30,0,190,70,4,0,2,5,5,25.0833,2,86,1,2,2,2,1,2,5,2,2,4,5,4,3
"40",1,23,2,2,4,1,4,4,2,5,2,5,15,4.4,700,331,100,4,16,3,3,3,23.6666333333333,1,86,1,5,4,3,5,3,5,3,4,5,6,6,3
"41",2,5,6,1,4,4,3,4,5,4,2,3,10,5,1000,900,0,1,0,3,3,3,50.1666333333333,1,86,1,5,4,5,4,5,5,5,5,3,3,3,5
"42",1,19,4,2,4,1,4,2,2,4,2,3,45,45,100,100,170,3,0,3,3,3,20.8333,1,86,1,4,4,4,2,2,5,2,3,6,3,3,1
"43",2,24,7,1,4,2,3,5,5,5,1,5,30,20,2333,2100,0,2,37.5,3,3,3,33.4166333333333,2,86,1,5,3,1,1,2,5,2,4,4,6,5,6
"44",1,19,3,2,4,2,4,4,4,4,1,1,15,1.6,100,0,630,3,0,5,5,5,22.2499666666668,1,86,1,4,4,4,3,3,2,2,2,4,1,6,5
"45",1,18,2,2,5,4,4,5,5,5,1,1,20,1.8,555,90,380,4,8,3,4,4,22.4999666666668,1,86,1,5,4,4,3,4,1,1,5,2,5,4,2
"46",1,24,8,1,4,2,4,4,4,5,1,5,45,25,150,630,0,3,0,3,3,3,25.5833,2,86,1,2,2,3,2,4,2,2,5,6,5,6,6
"47",1,24,4,2,4,4,2,4,3,4,1,5,80,10,320,511.5,470,4,13,5,2,2,23.4999666666668,1,86,1,4,4,5,4,5,5,2,3,4,3,5,2
"48",1,25,4,1,5,5,3,1,5,5,1,3,30,30,1170,1140,0,5,0,3,3,3,33.5833,1,86,1,2,2,2,1,2,5,1,5,3,4,8,6
"49",1,18,6,2,5,5,4,5,5,4,1,1,15,1.6,1000,987,0,3,0,3,4,4,24.7499666666668,1,86,1,5,2,4,3,5,4,3,4,3,6,6,7
"50",1,24,4,1,4,4,3,3,5,4,2,3,90,36,500,500,0,5,0,3,5,5,43.6666333333333,2,147,2,3,5,4,4,2,4,2,5,3,2,9,7
"51",1,24,4,1,5,4,3,4,4,4,1,3,45,55,0,1410,0,1,45,4,3,3,34.0833,1,86,1,5,5,5,5,4,2,4,4,2,1,4,3
"52",1,18,7,2,4,4,4,4,4,5,1,1,12,1.6,400,400,0,5,0,3,5,5,22.9999666666668,2,86,1,2,2,4,2,2,4,1,4,4,3,6,5
"53",1,25,10,2,5,5,4,4,5,5,2,3,45,46.8,440,440,0,4,8,4,2,2,23.7499666666668,1,86,1,3,3,3,3,3,3,2,4,4,3,5,2
"54",2,19,2,2,5,5,4,5,5,5,2,3,37,50,2000,1200,0,2,40,5,3,3,60.7499666666668,2,86,1,5,5,5,4,5,5,4,5,2,1,7,1
"55",1,26,4,2,5,5,3,4,5,5,2,3,50,64,30,425,1100,3,0,4,4,4,24.6666333333333,1,86,1,4,3,2,1,1,4,4,4,6,6,5,7
"56",2,18,5,1,5,5,5,5,5,5,2,3,10,3,3500,1980,0,3,0,3,3,3,60.6666333333333,2,86,1,4,4,2,2,5,5,4,4,4,4,5,4
"57",1,18,2,1,5,5,5,5,5,4,1,2,30,4,560,560,0,5,20,4,2,2,30.8333,2,86,1,5,3,4,4,4,4,2,5,3,5,6,7
"58",1,23,2,1,4,2,4,3,5,2,1,1,12,1,1194,805,0,2,0,2,2,2,24.4999666666668,1,70,4,3,2,2,3,4,2,4,2,5,4,8,7
"59",1,18,2,2,4,4,4,2,4,4,1,1,15,3.3,567,520,0,5,15,3,4,4,23.7499666666668,1,86,1,3,3,2,3,2,1,1,2,4,4,6,5
"60",1,16,2,1,5,4,5,5,5,4,2,3,37.5,16,1448,964,1150,2,7.5,3,3,3,61.0833,1,86,1,5,5,5,5,5,4,4,4,3,3,6,5
"61",1,18,2,2,5,4,3,4,5,2,1,1,15,2,850,720,0,4,10,2,4,4,24.0833,2,86,1,4,3,4,2,4,4,1,4,3,4,5,5
"62",2,24,4,1,5,4,4,4,5,5,1,5,30,2.5,300,180,1650,2,0,5,5,5,37.4166333333333,1,88,4,3,4,2,3,4,4,2,5,4,5,6,3
"63",2,24,1,2,4,4,3,3,4,3,2,3,105,150,0,1741,0,5,13.5,3,3,3,36.2499666666668,1,86,1,2,2,2,1,3,4,1,4,2,5,6,5
"64",1,23,2,2,4,4,3,2,4,4,2,5,15,4,1000,800,0,2,25,5,1,1,23.0833,2,86,1,5,5,4,3,5,5,4,4,3,2,5,5
"65",1,19,2,2,5,4,2,4,5,5,1,1,25,21,430,375,229,5,8.5,3,3,3,23.9999666666668,1,86,1,2,2,4,3,5,5,1,5,3,2,3,3
"66",1,3,4,2,4,4,5,4,4,5,1,1,7,0.5,590,675,90,4,7,2,4,4,22.3333,2,86,1,4,3,1,2,3,4,2,5,3,5,5,7
"67",1,18,4,1,4,4,3,5,5,5,2,3,60,50,110,979,1300,5,25,5,2,2,44.0833,1,86,1,5,3,4,4,4,5,2,4,3,5,6,5
"68",1,25,10,2,5,4,4,4,5,5,2,3,15,15.6,200,100,0,3,0,3,3,3,23.4166333333333,1,86,1,6,5,6,5,6,5,4,4,4,6,6,4
"69",1,24,1,1,2,2,4,4,4,4,1,2,30,10,633,590,0,2,6,3,4,4,30.4166333333333,1,86,1,5,5,5,5,5,4,2,4,6,1,5,3
"70",2,24,4,2,4,4,3,4,4,4,1,5,45,5,3000,2765,0,1,40,4,4,4,34.4999666666668,1,86,1,5,5,5,3,5,5,4,3,2,4,3,1
"71",1,3,3,2,2,4,2,3,2,4,2,3,90,114,100,0,650,4,0,3,3,3,22.4999666666668,1,86,1,2,2,2,2,2,5,1,2,5,3,5,4
"72",1,22,6,2,5,5,4,4,5,5,1,1,15,1.6,400,400,480,4,0,5,5,5,23.2499666666668,2,86,1,5,4,5,2,4,5,2,4,3,2,3,4
"73",1,18,3,1,5,2,3,3,5,4,1,3,10,1.2,2400,640,0,5,20,3,3,3,33.1666333333333,1,86,1,5,3,3,3,4,4,2,4,2,3,6,7
"74",2,24,4,2,5,5,5,4,5,5,1,3,45,8,2000,283,0,3,35,4,3,3,28.6666333333333,1,86,1,4,4,3,3,2,5,2,5,2,6,5,1
"75",1,23,7,2,5,5,4,5,5,5,1,1,10,0.5,450,445,440,1,5,4,4,4,28.9999666666668,2,134,4,5,5,4,5,4,4,5,5,6,7,4,7
"76",1,3,2,2,5,5,5,3,4,4,1,2,30,2,600,250,560,2,0,4,3,3,22.7499666666668,1,189,1,5,3,3,3,5,2,4,5,5,1,3,2
"77",2,23,2,1,4,4,3,3,5,5,2,3,150,180,3100,1955,0,1,40,4,3,3,56.2499666666668,2,86,1,5,4,5,4,5,5,4,4,5,3,5,1
"78",1,19,7,2,4,5,4,4,5,4,2,3,20,15,0,2600,0,1,41,5,3,3,49.4999666666668,2,86,1,5,5,5,5,5,5,4,5,6,5,5,7
"79",1,3,4,1,4,4,2,4,3,5,2,3,35,30,400,400,320,5,0,1,1,1,36.1666333333333,2,134,3,6,5,5,5,4,1,1,4,4,7,5,7
"80",1,22,2,2,4,4,2,1,4,4,1,1,20,2,400,388,55,4,10,3,3,3,26.1666333333333,2,86,1,3,3,3,2,4,4,1,4,3,7,8,5
"81",2,3,4,1,5,3,3,3,3,4,1,3,80,12,1000,600,1880,5,0,3,3,3,38.9999666666668,1,86,1,2,1,1,1,3,2,1,5,6,7,6,6
"82",1,18,2,2,1,1,1,2,1,1,1,3,15,8,0,545,400,5,0,1,5,5,22.4166333333333,2,86,1,3,1,1,1,3,4,1,1,4,7,5,4
"83",1,25,5,2,4,5,4,5,5,4,1,1,35,4,750,740,0,4,10,2,4,4,23.1666333333333,1,86,1,3,1,2,3,4,5,4,5,4,5,5,5
"84",1,18,6,2,4,4,2,3,4,4,1,1,10,0.5,400,0,375,4,0,2,2,2,27.4999666666668,2,86,1,3,1,1,1,3,1,1,3,4,2,7,6
"85",1,23,2,2,4,4,3,3,5,2,1,1,5,0.5,640,610,0,5,20,5,5,5,23.9166333333333,1,86,1,5,4,3,4,3,4,2,5,5,4,5,7
"86",1,13,2,2,5,4,4,4,5,5,2,5,30,25,0,0,480,5,0,3,5,5,23.8333,1,144,3,3,2,4,3,3,4,1,4,6,4,6,5
"87",1,24,3,2,4,3,3,4,5,5,1,5,45,30,450,0,450,3,0,3,5,5,21.6666333333333,1,145,5,5,3,5,5,4,5,4,4,2,3,5,1
"88",1,17,2,1,5,5,5,5,5,4,1,5,50,6.2,657.33,655,0,5,0,3,3,3,25.9999666666668,1,86,1,2,3,3,4,6,1,1,5,6,1,5,7
"89",1,18,4,2,4,4,3,4,4,4,1,3,25,4.2,1442,760,0,3,40,4,3,3,22.2499666666668,1,86,1,2,3,3,3,3,3,2,4,3,5,6,5
"90",1,18,4,2,4,2,3,2,4,4,1,1,20,21,752,755,0,5,0,2,2,2,21.4999666666668,2,86,1,4,4,4,4,4,2,2,4,4,4,6,5
"91",1,23,6,2,4,4,3,5,3,2,1,5,40,9,440,690,0,5,0,2,5,5,23.9166333333333,1,86,1,3,3,4,3,2,4,1,4,4,4,5,3
"92",2,22,3,1,5,4,5,2,5,4,1,5,30,8.3,0,1648,0,5,0,3,3,3,38.4999666666668,1,37,5,5,5,5,5,5,5,3,4,2,6,10,6
"93",1,18,3,2,2,2,3,2,2,3,2,3,60,25,0,1420,0,5,5.5,4,3,3,25.2499666666668,1,86,1,2,2,6,1,1,2,1,1,4,1,6,4
"94",1,3,4,2,2,2,2,1,1,3,2,1,10,1,400,100,777,2,0,3,3,3,25.5833,2,148,2,4,4,4,4,4,4,3,1,3,6,6,4
"95",1,23,3,1,5,5,5,5,5,5,2,3,45,3,193,660,1230,2,6,4,4,4,55.4166333333333,1,86,1,6,6,6,6,6,5,4,5,3,6,6,5
"96",1,24,4,2,4,4,2,4,4,4,2,2,20,6.4,400,110,230,4,0,3,4,4,28.7499666666668,2,86,1,4,4,4,3,4,4,4,4,3,3,5,1
"97",1,19,4,2,5,2,3,4,4,5,2,5,40,22.1,40,35,35,4,0,5,4,4,22.4999666666668,1,134,3,6,5,5,5,6,2,2,5,6,3,6,7
"98",1,22,2,2,2,1,1,2,2,4,1,2,25,5,1000,370,600,1,0,5,3,3,23.6666333333333,1,189,5,5,5,5,5,5,1,5,1,2,5,5,7
"99",1,23,7,2,2,1,1,4,4,5,1,2,20,4.5,450,270,420,3,30,4,4,4,24.0833,2,86,1,4,5,4,2,5,5,3,4,3,3,5,4
"100",2,4,3,2,5,4,4,4,5,4,2,3,20,6,1000,1660,0,1,30,4,2,2,38.5833,1,86,1,4,4,4,3,4,5,5,4,3,5,8,2
"101",1,24,2,2,4,2,3,5,3,4,2,5,15,3.9,530,0,980,2,22,5,3,3,24.0833,1,86,1,3,3,1,1,3,5,4,2,3,7,6,3
"102",1,2,8,2,3,4,4,3,4,1,1,3,15,6,300,0,1015,1,0,3,3,3,26.9166333333333,2,86,5,4,6,4,3,5,1,5,2,6,5,6,3
"103",1,23,4,2,4,2,3,4,4,4,1,1,10,1,350,640,0,3,16,3,3,3,27.3333,1,86,1,5,5,5,4,4,4,4,4,3,3,6,4
"104",1,19,3,2,4,4,2,4,4,4,2,5,35,18,250,250,50,2,0,3,3,3,22.0833,1,86,1,2,1,2,1,3,5,3,4,3,4,5,2
"105",1,25,4,2,5,5,5,5,5,5,1,1,15,2,2450,900,0,3,0,1,5,5,25.4999666666668,1,86,1,2,2,2,2,2,4,3,4,6,6,6,6
"106",1,24,7,1,4,2,2,4,3,3,1,1,25,21,0,660,0,4,6,1,5,5,24.3333,1,189,5,2,2,1,2,2,1,1,2,5,6,6,5
"107",1,18,4,2,4,4,4,3,4,4,2,1,35,4.4,290,170,0,2,0,3,3,3,22.0833,2,86,1,3,5,4,3,3,3,3,5,3,1,6,3
"108",1,22,3,2,2,2,2,1,2,2,2,1,37,21,500,350,120,2,8,5,5,5,24.5833,1,86,1,4,3,4,5,5,5,4,4,2,1,5,2
"109",1,18,4,1,4,4,3,3,3,4,1,3,25,20,800,950,0,2,40,3,3,3,25.7499666666668,2,86,1,6,5,5,5,4,4,3,4,4,5,5,3
"110",1,18,4,2,5,5,5,5,5,5,1,1,18,2,700,220,490,4,6,3,3,3,22.3333,1,86,1,5,4,4,4,4,2,2,5,3,3,6,5
"111",1,23,6,1,4,4,4,4,4,4,2,3,60,30,3000,200,0,3,0,3,3,3,28.4166333333333,1,86,1,5,4,4,3,4,5,2,4,3,4,5,4
"112",2,4,7,1,2,2,4,2,3,4,1,3,110,90,2300,1940,0,1,50,4,4,4,29.0833,2,86,1,5,4,4,3,4,4,4,2,6,3,8,6
"113",2,4,4,1,4,2,2,3,4,3,1,5,20,4,1850,1131,0,1,45,5,5,5,24.8333,2,86,1,4,4,5,3,4,3,4,4,3,5,5,3
"114",1,24,4,2,4,4,4,5,5,5,1,1,10,1.5,500,320,280,2,16,5,3,3,23.2499666666668,1,42,4,4,4,4,3,3,4,3,4,3,6,6,6
"115",2,3,2,2,4,5,4,2,3,4,1,3,40,15,2200,1660,0,1,45,3,3,3,23.0833,2,66,4,5,3,5,2,4,4,4,4,2,6,5,7
"116",1,24,8,2,3,4,2,3,4,2,2,2,20,5,200,195,0,4,0,4,4,4,24.7499666666668,1,86,1,5,5,5,3,5,5,4,4,3,4,5,4
"117",2,22,1,2,3,2,2,2,2,2,2,5,40,15,1600,650,0,2,10,4,4,4,44.0833,1,86,1,4,3,3,4,3,4,3,3,2,3,5,5
"118",1,24,8,2,4,4,3,3,5,4,1,2,6,1.3,200,200,400,3,0,3,3,3,21.9166333333333,2,86,1,4,5,3,2,4,2,2,4,4,1,5,1
"119",1,4,6,2,4,2,2,3,2,2,2,5,180,57.5,600,600,0,4,16,1,5,5,29.2499666666668,1,86,1,5,5,4,2,5,5,2,1,3,4,6,5
"120",1,18,2,1,4,4,4,4,4,4,1,5,150,200,400,920,1520,5,10,4,3,3,43.4166333333333,2,134,2,5,5,6,5,4,4,3,4,4,3,6,7
"121",2,16,2,1,4,4,4,4,4,4,2,1,60,5,200,30,0,5,40,3,3,3,29.9999666666668,2,130,4,1,1,1,1,3,1,1,2,3,1,5,7
"122",1,3,3,2,2,2,2,4,1,5,2,3,80,47,20,810,1000,5,16,5,1,1,22.5833,1,86,1,2,1,1,1,2,5,1,4,4,6,9,4
"123",2,18,7,1,4,4,4,4,2,4,2,3,20,4.8,3526,2702,0,3,31.2,4,3,3,49.7499666666668,2,189,1,2,2,3,2,3,4,2,4,3,6,3,3
"124",2,22,3,1,4,3,2,3,4,4,1,2,10,3.5,2800,2600,0,1,36.5,4,2,2,30.8333,1,70,4,2,2,2,2,2,5,5,4,4,6,4,1
"125",1,24,1,2,5,4,5,4,5,4,2,3,60,26,280,165,80,3,10,3,3,3,23.4999666666668,1,86,1,5,3,4,2,5,5,3,4,5,4,2,7
"126",1,23,4,1,4,2,4,2,2,4,2,3,15,15,500,0,500,3,16,2,3,3,23.8333,2,86,1,2,3,3,2,2,4,2,3,3,3,6,2
"127",1,19,2,1,5,5,5,4,5,4,2,5,60,35,200,200,0,5,20,3,3,3,29.3333,2,86,1,5,5,5,5,5,5,2,5,3,3,6,4
"128",2,19,4,1,5,4,3,3,3,4,1,1,10,1.6,3000,1890,0,2,60,5,3,3,29.0833,2,189,3,2,2,3,1,2,4,4,4,5,1,6,7
"129",1,24,3,1,4,4,4,4,5,4,1,1,35,3,800,750,0,3,0,3,3,3,24.5833,1,37,4,5,4,4,6,5,4,3,4,4,1,6,5
"130",2,21,1,1,4,4,4,5,5,4,2,3,10,2,1000,2150,0,2,40,3,3,3,34.2499666666668,2,86,1,5,5,5,5,5,5,3,5,5,2,5,1
"131",1,1,4,2,3,4,3,4,4,3,1,3,70,76,400,460,0,4,0,5,5,5,22.9166333333333,1,86,1,2,2,2,1,2,4,2,3,6,6,5,7
"132",1,4,4,1,5,2,3,4,5,3,1,1,30,2.5,1200,1150,50,3,17,3,3,3,24.9999666666668,2,86,1,5,4,5,2,5,4,3,4,3,5,5,3
"133",1,19,7,2,4,4,4,4,3,3,1,1,3,0.2,700,700,0,3,5,3,3,3,22.4166333333333,2,187,4,4,4,5,4,3,3,4,4,6,1,3,6
"134",1,1,4,1,5,5,3,4,5,5,1,5,5,3,900,820,0,4,15,5,4,4,28.2499666666668,2,189,2,2,2,4,2,5,4,2,4,2,4,6,6
"135",1,3,3,2,5,4,4,4,5,4,2,3,45,50,1050,250,730,3,12,3,3,3,23.7499666666668,1,86,1,5,5,5,4,5,4,3,5,3,2,5,2
"136",1,24,8,2,4,4,4,4,4,4,1,2,15,5,50,110,420,3,39,3,3,3,21.4166333333333,2,189,2,5,5,5,3,4,4,3,4,3,4,6,2
"137",1,18,10,2,2,1,1,2,2,1,1,2,15,3.5,0,970,50,3,0,3,3,3,23.6666333333333,2,86,1,3,4,4,4,3,4,4,2,5,2,5,1
"138",1,22,10,2,4,2,4,1,4,2,1,1,22,2.5,1000,914,0,5,0,3,5,5,22.6666333333333,1,190,4,5,2,2,3,4,4,2,2,2,6,6,3
"139",1,25,1,1,2,2,2,2,3,2,1,2,14,2.5,400,575,0,4,0,5,4,4,29.1666333333333,2,86,1,2,2,1,1,3,2,1,2,5,4,7,7
"140",2,4,7,1,4,4,4,5,4,5,2,5,70,40,3000,2300,0,2,32,3,3,3,44.4166333333333,2,86,1,5,4,4,4,5,5,4,5,3,4,4,1
"141",1,24,5,2,4,5,2,4,4,4,2,3,40,25,500,200,230,3,30,5,3,3,23.6666333333333,2,86,1,5,4,4,5,6,5,5,4,6,6,6,2
"142",1,19,2,2,4,3,2,3,4,5,1,3,10,3,1050,942,0,4,25,4,2,2,22.4166333333333,1,86,1,3,3,3,3,3,4,2,4,4,5,3,6
"143",1,22,2,1,5,3,3,2,5,1,1,5,60,8.7,1000,660,0,1,0,3,3,3,27.7499666666668,1,31,4,2,3,5,2,5,4,5,4,5,2,2,6
"144",1,24,3,2,5,5,3,5,5,5,2,2,140,24,330,160,105,4,2,3,1,1,23.2499666666668,2,86,1,5,3,5,2,5,4,3,5,4,2,4,3
"145",1,22,2,2,5,4,4,4,5,4,1,5,30,3.5,1130,1145,100,1,5,3,3,3,24.9166333333333,2,190,4,5,5,5,4,5,4,4,4,2,1,5,2
"146",2,24,2,2,3,4,4,3,2,4,2,5,75,13,3280,2220,0,1,0,3,3,3,55.9166333333333,1,86,1,5,2,1,1,6,3,4,2,2,5,6,7
"147",2,24,2,1,5,4,4,3,4,2,2,5,240,206,500,1170,0,4,0,4,3,3,52.9999666666668,2,86,1,3,3,3,3,5,4,2,4,6,4,5,7
"148",1,25,4,1,4,4,2,4,4,2,1,1,40,2.5,0,970,0,4,0,1,1,1,36.3333,1,190,5,5,4,3,3,4,4,2,4,3,5,3,1
"149",1,19,2,1,3,3,3,3,3,3,1,5,37,21,500,680,0,5,10,1,3,3,28.0833,2,86,1,3,2,2,2,1,4,1,3,3,3,6,5
"150",1,19,7,2,5,4,4,5,5,5,1,1,15,1,1000,710,0,1,0,3,4,4,24.6666333333333,2,119,5,5,5,5,2,2,4,4,4,6,3,5,6
"151",1,26,4,2,3,1,3,3,3,1,1,3,35,33,1320,1315,0,5,0,5,3,3,54.4166333333333,2,189,3,5,5,3,3,5,5,2,1,5,7,9,5
"152",1,22,6,2,5,4,5,5,5,5,1,2,20,1.6,500,530,950,3,15,4,4,4,22.9166333333333,1,86,1,4,4,3,4,4,4,3,4,3,1,5,2
"153",1,3,4,2,4,2,5,1,4,3,2,5,60,15,200,170,1132,3,1,2,3,3,23.1666333333333,1,86,1,2,2,1,2,2,5,4,4,5,6,5,7
"154",1,24,3,1,4,4,4,5,5,4,2,3,90,10,1300,1220,0,1,30,5,1,1,26.9999666666668,1,86,1,4,2,2,1,4,5,5,3,3,6,1,1
"155",1,24,9,1,4,2,4,4,4,2,1,1,20,1.56,0,810,0,3,0,5,5,5,27.2499666666668,1,37,4,4,3,4,3,5,4,4,4,6,7,6,7
"156",1,22,3,2,4,3,3,3,4,4,1,1,25,2,800,0,800,3,0,3,3,3,22.9999666666668,2,144,4,3,3,3,3,3,3,3,3,3,4,3,2
"157",1,19,2,2,2,2,3,4,4,4,1,1,11,1.4,400,0,980,4,2,5,5,5,24.4999666666668,1,86,1,2,3,3,4,3,4,3,3,4,5,1,2
"158",2,2,7,1,4,1,2,1,2,2,1,3,37,21,3000,1550,0,1,45,3,2,2,39.0833,1,183,2,2,1,1,2,2,4,4,2,6,7,5,7
"159",1,3,4,2,4,2,2,2,2,4,1,1,5,21,850,50,750,2,0,1,5,5,23.5833,1,66,4,2,2,1,1,2,4,2,4,4,7,3,7
"160",1,25,4,1,5,5,4,5,5,5,1,3,25,15,1000,1190,0,5,0,3,3,3,37.4166333333333,2,86,1,5,3,3,4,5,5,2,5,3,6,7,6
